Prediction,Survived,index,Probability,Age Imp,Fare Imp,Sibsp Imp,Parch Imp,Pclass Imp,Embarked Q Imp,Embarked S Imp,Sex Male Imp,top_features,Age,Fare,Sibsp,Parch,Pclass,Embarked Q,Embarked S,Sex Male
1.0,1,447,0.92,0.10904901,-0.017523838,0.15787175,0.23237824,0.7600626,0.0012547066,-0.12724836,1.8978022,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Age</pos_highlight>,13.0,19.5,0,1,2,0,1,0
1.0,1,448,0.6,0.3115416,0.66781354,0.15120094,-0.019074338,0.74803627,0.0034650173,0.023635537999999998,-0.93676704,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Embarked S</pos_highlight>,34.0,26.55,0,0,1,0,1,1
1.0,1,449,0.88,1.4456243999999998,0.1615116,0.04338807,0.23277085,-0.64598686,0.0011549614,0.24788547,1.0854441000000001,<pos_highlight>Age</pos_highlight> <pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Fare</pos_highlight>,5.0,19.2583,2,1,3,0,0,0
0.0,1,450,0.4,-0.42477247,0.7805004,0.14152439,-0.019074338,0.8068144,0.0034650173,-0.063705966,-1.0488458999999999,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,52.0,30.5,0,0,1,0,1,1
0.0,0,451,0.26,0.14832832,0.14451721,-0.06059907,0.18657127,0.09675856,0.0034650173,0.0077679036,-0.99419725,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Sibsp</neg_highlight>,36.0,27.75,1,2,2,0,1,1
0.0,0,452,0.19,0.15458055,0.10499169,0.07354686,-0.04059244,-0.27288222,0.004120874,-0.097357474,-0.7905009,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,19.9667,1,0,3,0,1,1
0.0,0,453,0.29,-0.24120066,0.19473174,0.1310087,-0.019074338,0.65387106,0.0034650173,-0.06192874,-0.98815227,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,30.0,27.75,0,0,1,0,0,1
1.0,1,454,0.5,-0.17845495,0.9659402,0.013904858,-0.018715037,0.7090371999999999,0.0034650173,0.15031068,-1.0791796,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <neg_highlight>Parch</neg_highlight>,49.0,89.1042,1,0,1,0,0,1
0.0,0,455,0.1,-0.21176334,-0.3002995,0.09608343,-0.04283941,-0.26661440000000003,0.004120874,-0.11986396,-0.79828125,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,8.05,0,0,3,0,1,1
0.0,1,456,0.16,0.33703253,-0.5006781,0.09295131,-0.062383875,-0.29969534,0.0034650173,0.25748357,-0.8892502,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,29.0,7.8958,0,0,3,0,0,1
0.0,0,457,0.21,-0.98343754,0.53202736,0.13648410000000002,-0.019074338,0.5606061999999999,0.0034650173,0.020672927,-0.9947799999999999,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Embarked S</pos_highlight>,65.0,26.55,0,0,1,0,1,1
1.0,1,458,0.95,-0.02452283,0.13008797,0.055055868,0.024530722,1.3042167,0.0014169745999999999,-0.12483625,2.044553,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Parch</pos_highlight>,0.0,51.8625,1,0,1,0,1,0
1.0,1,459,0.84,-0.5178878,-0.3351008,0.08414185,-0.017651951000000003,0.8331171,0.0012547066,0.0055903876,2.1853635,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,50.0,10.5,0,0,2,0,1,0
0.0,0,460,0.1,-0.09648716,-0.5503489,0.09586556,-0.04283941,-0.2483827,-0.041087083999999996,0.28158996,-1.0140884000000001,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,7.75,0,0,3,1,0,1
1.0,1,461,0.43,-0.19365823,0.5484532,0.13867763,-0.019074338,0.70246845,0.0034650173,0.023635537999999998,-0.9256198,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Embarked S</pos_highlight>,48.0,26.55,0,0,1,0,1,1
0.0,0,462,0.14,0.04852617,-0.27667663,0.11101218,-0.062383875,-0.33784178,0.0034650173,0.010708691999999999,-0.78266126,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight> <pos_highlight>Age</pos_highlight>,34.0,8.05,0,0,3,0,1,1
0.0,0,463,0.28,-0.5212462999999999,0.51147085,0.12024800000000001,-0.018811004,0.6649246999999999,0.0034650173,-0.063705966,-1.05425,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,47.0,38.5,0,0,1,0,1,1
0.0,0,464,0.11,-0.28630978,-0.18466602,0.10247205,-0.062383875,0.09839397,0.0034650173,0.020338522,-1.1708901000000003,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Parch</neg_highlight>,48.0,13.0,0,0,2,0,1,1
0.0,0,465,0.1,-0.21176334,-0.3002995,0.09608343,-0.04283941,-0.26661440000000003,0.004120874,-0.11986396,-0.79828125,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,8.05,0,0,3,0,1,1
0.0,0,466,0.05,-0.42414674,-0.8935360000000001,0.09342565,-0.06281878,-0.32717317,0.0017339005,0.017890634,-0.89108795,<neg_highlight>Fare</neg_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,38.0,7.05,0,0,3,0,1,1
0.0,0,467,0.02,-0.5122857,-1.4640625,0.08386168,-0.047753353,0.11122785,0.0023897577,-0.095375635,-1.2730253,<neg_highlight>Fare</neg_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,0.0,0,0,2,0,1,1
0.0,0,468,0.24,-0.84791505,0.5484532,0.13648410000000002,-0.019074338,0.5817576,0.0034650173,0.023635537999999998,-0.9947799999999999,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Embarked S</pos_highlight>,56.0,26.55,0,0,1,0,1,1
0.0,0,469,0.08,-0.1804459,-0.67433655,0.09586556,-0.047753353,-0.2483827,-0.041087083999999996,0.28158996,-1.0140884000000001,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,7.725,0,0,3,1,0,1
1.0,1,470,0.9,1.5839981,0.16357034,0.05363232,0.23277085,-0.6376096,0.0011549614,0.24788547,1.065705,<pos_highlight>Age</pos_highlight> <pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Fare</pos_highlight>,0.75,19.2583,2,1,3,0,0,0
0.0,0,471,0.05,-0.33945346,-0.7221156999999999,0.09161703,-0.047753353,-0.25862786,0.0023897577,-0.11986396,-0.9491351,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,7.25,0,0,3,0,1,1
0.0,0,472,0.08,-0.44050115,-0.37012443,0.10178954,-0.062383875,-0.33784178,0.0034650173,0.012096578,-0.78053105,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,38.0,8.6625,0,0,3,0,1,1
1.0,1,473,0.92,0.28309822,-0.08904919,-0.10480989,0.048566405,0.96966916,0.0012547066,-0.018792607,1.8557173999999999,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Sibsp</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Parch</pos_highlight>,33.0,27.75,1,2,2,0,1,0
1.0,1,474,0.93,0.11904028,-0.18791522,0.095435776,-0.017651951000000003,0.6847959,0.0012547066,0.31580549999999996,2.1617723,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Embarked S</pos_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,23.0,13.7917,0,0,2,0,0,0
0.0,0,475,0.41,-0.12757988,-0.17626491,0.09623615,-0.017651951000000003,-0.7853405999999999,0.0012547066,-0.19125672,1.3852636,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,22.0,9.8375,0,0,3,0,1,0
0.0,0,476,0.25,-0.16040446,0.26112792,0.10081368,0.00073345436,0.46867445,0.004120874,-0.09779215,-1.0919693000000001,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,0.0,52.0,0,0,1,0,1,1
0.0,0,477,0.13,0.041834146,-0.093935505,-0.0854617,-0.06112365,0.048298255,0.0034650173,0.006452949,-1.1996763000000001,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Sibsp</neg_highlight> <neg_highlight>Parch</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Age</pos_highlight>,34.0,21.0,1,0,2,0,1,1
0.0,0,478,0.1,0.32952943,-0.51944363,-0.101018496,-0.06272282,-0.31635556,0.0017339005,-0.11522615,-0.83632195,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Sibsp</neg_highlight>,29.0,7.0458,1,0,3,0,1,1
0.0,0,479,0.12,0.09574226,-0.33677897,0.099290356,-0.06281878,-0.30130258,0.0017339005,-0.13084577,-0.8410791,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Age</pos_highlight>,22.0,7.5208,0,0,3,0,1,1
1.0,1,480,0.75,1.1887408000000002,0.018950624,0.15525615,0.22469892,-0.6941165,0.0014169745999999999,-0.11715406,0.89785135,<pos_highlight>Age</pos_highlight> <pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,2.0,12.2875,0,1,3,0,1,0
0.0,0,481,0.06,0.6704306999999999,-0.22893947,-1.9612901000000003,0.18975675,-0.33579275,0.0030630391999999997,-0.10659219,-0.4558956,<neg_highlight>Sibsp</neg_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Parch</pos_highlight>,9.0,46.9,5,2,3,0,1,1
0.0,0,482,0.02,-0.5122857,-1.4640625,0.08386168,-0.047753353,0.11122785,0.0023897577,-0.095375635,-1.2730253,<neg_highlight>Fare</neg_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,0.0,0,0,2,0,1,1
0.0,0,483,0.09,-0.5211604999999999,-0.17294246,0.100042135,-0.062383875,-0.32801402,0.0034650173,0.010708691999999999,-0.74370366,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,50.0,8.05,0,0,3,0,1,1
0.0,1,484,0.3,-0.67532384,-0.23118666,0.08390686,-0.017651951000000003,-0.8140944999999999,0.0012547066,-0.04970228,1.419251,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,63.0,9.5875,0,0,3,0,1,0
1.0,1,485,0.54,0.05207454,0.78026915,0.018965699,-0.018715037,0.6601382,0.0034650173,0.29683042,-1.069611,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,25.0,91.0792,1,0,1,0,0,1
0.0,0,486,0.08,0.008025059499999999,-0.6661244000000001,-1.3487321,0.2408925,-0.94083387,0.0011549614,-0.16374597,0.98665947,<neg_highlight>Sibsp</neg_highlight> <pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Parch</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,0.0,25.4667,3,1,3,0,1,0
1.0,1,487,0.98,0.322461,0.8009843000000001,-0.058821927999999996,0.0010236059,1.5482192,0.0012547066,-0.035716318,2.0003345,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Sibsp</neg_highlight> <neg_highlight>Embarked S</neg_highlight>,35.0,90.0,1,0,1,0,1,0
0.0,0,488,0.12,-1.1208601999999999,0.22018649999999998,0.119144045,-0.019074338,0.5689109,0.0034650173,-0.06192874,-1.1396351,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,58.0,29.7,0,0,1,0,0,1
0.0,0,489,0.13,-0.048874102999999995,-0.26047274,0.1101037,-0.062383875,-0.31699005,0.0034650173,0.010708691999999999,-0.7441504,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight> <neg_highlight>Age</neg_highlight>,30.0,8.05,0,0,3,0,1,1
1.0,1,490,0.54,0.87726885,0.16620873,-0.013335501000000001,0.6016241,-0.30219647,0.004120874,-0.10465468,-0.5011951,<pos_highlight>Age</pos_highlight> <pos_highlight>Parch</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,9.0,15.9,1,1,3,0,1,1
0.0,0,491,0.19,0.15458055,0.10499169,0.07354686,-0.04059244,-0.27288222,0.004120874,-0.097357474,-0.7905009,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,19.9667,1,0,3,0,1,1
0.0,0,492,0.12,0.09574226,-0.33677897,0.099290356,-0.06281878,-0.30130258,0.0017339005,-0.13084577,-0.8410791,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Age</pos_highlight>,21.0,7.25,0,0,3,0,1,1
0.0,0,493,0.29,-0.7360523,0.7805004,0.14057563,-0.019074338,0.68610364,0.0034650173,-0.063705966,-1.1107392,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Fare</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,55.0,30.5,0,0,1,0,1,1
0.0,0,494,0.18,-0.87459195,0.3505256,0.09892324,-0.018811004,0.5267248000000001,0.0034650173,0.15948121,-1.1785288999999999,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,71.0,49.5042,0,0,1,0,0,1
0.0,0,495,0.12,-0.08686911,-0.22526465,0.10375673,-0.062383875,-0.30928913,0.0034650173,-0.13084577,-0.7441504,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Age</neg_highlight>,21.0,8.05,0,0,3,0,1,1
0.0,0,496,0.19,0.10803025,-0.28918192,0.10061336,-0.04283941,-0.257729,0.004120874,0.22911903,-0.7207719,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,14.4583,0,0,3,0,0,1
1.0,1,497,0.96,-0.62493896,0.52105016,-0.031762477000000004,0.0010236059,1.4652625,0.0012547066,0.24744236,2.163872,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Embarked S</pos_highlight> <neg_highlight>Sibsp</neg_highlight>,54.0,78.2667,1,0,1,0,0,0
0.0,0,498,0.14,-0.0011661266,-0.24851997,0.09538813,-0.04283941,-0.26797423,0.004120874,-0.098855965,-0.66454047,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,0.0,15.1,0,0,3,0,1,1
1.0,0,499,0.82,-0.22133797,-0.6793835,-0.0703529,0.02751869,1.3820609,0.0012547066,-0.14214554,1.753832,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Sibsp</neg_highlight>,25.0,151.55,1,2,1,0,1,0
0.0,0,500,0.12,0.07551028,-0.3184902,0.099290356,-0.062383875,-0.30130258,0.0034650173,-0.13084577,-0.8413018,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Age</pos_highlight>,24.0,7.7958,0,0,3,0,1,1
0.0,0,501,0.11,-0.14997736,-0.27453113,0.10375673,-0.062383875,-0.30928913,0.0034650173,-0.10690999,-0.7455562,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,17.0,8.6625,0,0,3,0,1,1
1.0,0,502,0.75,0.18280548,0.0052174656,0.08666246400000001,-0.017651951000000003,-0.6625408,-0.014203543999999999,0.40519717,1.6876083999999998,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Age</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Parch</neg_highlight>,21.0,7.75,0,0,3,1,0,0
1.0,0,503,0.74,0.044895463,-0.20960435,0.09430997,-4.5531197e-05,-0.5908554,-0.016993945,0.38054540000000003,1.9010971999999997,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <pos_highlight>Age</pos_highlight>,0.0,7.6292,0,0,3,1,0,0
0.0,0,504,0.38,-0.35758376,-0.252312,0.08495289,-0.017651951000000003,-0.79570574,0.0012547066,-0.04970228,1.4542007,<pos_highlight>Sex Male</pos_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight>,37.0,9.5875,0,0,3,0,1,0
1.0,1,505,0.97,-0.069326416,0.74072134,0.08952044,0.0009276389,1.4382662,0.0012547066,-0.06198887,1.9866650000000001,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Embarked S</neg_highlight>,16.0,86.5,0,0,1,0,1,0
1.0,0,506,0.5,-0.07989934,0.81675863,0.018884886,-0.018715037,0.6601382,0.0034650173,0.24282485,-1.0731469,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Embarked S</pos_highlight> <neg_highlight>Age</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,18.0,108.9,1,0,1,0,0,1
1.0,1,507,0.93,0.30917788,-0.18408366,0.10628976,0.13510373,0.9724847,0.0012547066,-0.008241796,1.8820825,<pos_highlight>Sex Male</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Fare</neg_highlight> <pos_highlight>Parch</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,33.0,26.0,0,2,2,0,1,0
1.0,1,508,0.45,-0.09259791,0.80180687,0.14034206,0.00047012104000000005,0.5270194,0.004120874,-0.08731699,-0.9328609,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Fare</pos_highlight> <pos_highlight>Pclass</pos_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Embarked S</neg_highlight>,0.0,26.55,0,0,1,0,1,1
0.0,0,509,0.15,0.04231424,-0.0935666,0.11489416,-0.061219614000000006,-0.32376593,0.0034650173,-0.11117425,-0.767097,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Parch</neg_highlight>,28.0,22.525,0,0,3,0,1,1
0.0,1,510,0.37,-0.088992715,0.92611027,0.15768036,-0.023155053999999998,-0.35167935,0.0034650173,-0.13136365,-0.45638743,<pos_highlight>Fare</pos_highlight> <neg_highlight>Sex Male</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Sibsp</pos_highlight> <neg_highlight>Embarked S</neg_highlight> <neg_highlight>Age</neg_highlight>,26.0,56.4958,0,0,3,0,1,1
0.0,1,511,0.19,0.35688257,-0.33143717,0.0919746,-0.062383875,-0.29875830000000003,-0.029808788,0.25748357,-0.90295637,<neg_highlight>Sex Male</neg_highlight> <pos_highlight>Age</pos_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <pos_highlight>Embarked S</pos_highlight> <pos_highlight>Sibsp</pos_highlight>,29.0,7.75,0,0,3,1,0,1
0.0,0,512,0.1,-0.21176334,-0.3002995,0.09608343,-0.04283941,-0.26661440000000003,0.004120874,-0.11986396,-0.79828125,<neg_highlight>Sex Male</neg_highlight> <neg_highlight>Fare</neg_highlight> <neg_highlight>Pclass</neg_highlight> <neg_highlight>Age</neg_highlight> <neg_highlight>Embarked S</neg_highlight> <pos_highlight>Sibsp</pos_highlight>,0.0,8.05,0,0,3,0,1,1
